,year,tournament country,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament.1,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total,RF_win
882,2009,Italy,"ATP World Tour Masters 1000 Rome, Italy",27.04.2009,1000,Clay,Draw: 56,360,2.0,"103,450",R32,Ivo Karlovic (CRO),24,"W 6-4, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2009&r=3&p=F324,ATP World Tour Masters 1000 Rome,R32,69,Roger Federer,Roger Federer,Switzerland,1.0,2.0,33.0,58.0,25.0,33.0,18.0,25.0,3.0,3.0,10.0,7.0,34.0,11.0,19.0,2.0,4.0,10.0,43.0,58.0,18.0,53.0,61.0,111.0,Ivo Karlovic,Croatia,15.0,4.0,34.0,53.0,27.0,34.0,8.0,19.0,2.0,4.0,10.0,8.0,33.0,7.0,25.0,0.0,3.0,10.0,35.0,53.0,15.0,58.0,50.0,111.0,1
883,2009,Italy,"ATP World Tour Masters 1000 Rome, Italy",27.04.2009,1000,Clay,Draw: 56,360,2.0,"103,450",R16,Radek Stepanek (CZE),19,"W 6-4, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2009&r=4&p=F324,ATP World Tour Masters 1000 Rome,R16,68,Roger Federer,Roger Federer,Switzerland,5.0,2.0,21.0,49.0,18.0,21.0,17.0,28.0,4.0,5.0,9.0,11.0,28.0,14.0,25.0,4.0,7.0,8.0,35.0,49.0,25.0,53.0,60.0,102.0,Radek Stepanek,Czech Republic,1.0,2.0,28.0,53.0,17.0,28.0,11.0,25.0,3.0,7.0,8.0,3.0,21.0,11.0,28.0,1.0,5.0,9.0,28.0,53.0,14.0,49.0,42.0,102.0,1
884,2009,Italy,"ATP World Tour Masters 1000 Rome, Italy",27.04.2009,1000,Clay,Draw: 56,360,2.0,"103,450",Q,Mischa Zverev (GER),76,"W 7-6(3), 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2009&r=5&p=F324,ATP World Tour Masters 1000 Rome,Q,88,Roger Federer,Roger Federer,Switzerland,2.0,0.0,36.0,55.0,31.0,36.0,13.0,19.0,0.0,0.0,10.0,17.0,54.0,17.0,29.0,2.0,10.0,10.0,44.0,55.0,34.0,83.0,78.0,138.0,Mischa Zverev,Germany,4.0,1.0,54.0,83.0,37.0,54.0,12.0,29.0,8.0,10.0,10.0,5.0,36.0,6.0,19.0,0.0,0.0,10.0,49.0,83.0,11.0,55.0,60.0,138.0,1
885,2009,Italy,"ATP World Tour Masters 1000 Rome, Italy",27.04.2009,1000,Clay,Draw: 56,360,2.0,"103,450",S,Novak Djokovic (SRB),3,"L 6-4, 3-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2009&r=6&p=F324,ATP World Tour Masters 1000 Rome,S,131,Novak Djokovic,Roger Federer,Switzerland,6.0,3.0,40.0,81.0,29.0,40.0,17.0,41.0,3.0,8.0,14.0,18.0,50.0,22.0,50.0,3.0,11.0,14.0,46.0,81.0,40.0,100.0,86.0,181.0,Novak Djokovic,Serbia,3.0,6.0,50.0,100.0,32.0,50.0,28.0,50.0,8.0,11.0,14.0,11.0,40.0,24.0,41.0,5.0,8.0,14.0,60.0,100.0,35.0,81.0,95.0,181.0,0
886,2009,Monaco,"ATP World Tour Masters 1000 Monte Carlo, Monaco",12.04.2009,1000,Clay,Draw: 56,90,2.0,"27,500",R64,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2009&r=2&p=F324,ATP World Tour Masters 1000 Monte Carlo,R64,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
887,2009,Monaco,"ATP World Tour Masters 1000 Monte Carlo, Monaco",12.04.2009,1000,Clay,Draw: 56,90,2.0,"27,500",R32,Andreas Seppi (ITA),40,"W 6-4, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2009&r=3&p=F324,ATP World Tour Masters 1000 Monte Carlo,R32,83,Roger Federer,Roger Federer,Switzerland,4.0,0.0,30.0,64.0,26.0,30.0,20.0,34.0,3.0,3.0,10.0,11.0,35.0,13.0,30.0,2.0,5.0,10.0,46.0,64.0,24.0,65.0,70.0,129.0,Andreas Seppi,Italy,1.0,4.0,35.0,65.0,24.0,35.0,17.0,30.0,3.0,5.0,10.0,4.0,30.0,14.0,34.0,0.0,3.0,10.0,41.0,65.0,18.0,64.0,59.0,129.0,1
888,2009,Monaco,"ATP World Tour Masters 1000 Monte Carlo, Monaco",12.04.2009,1000,Clay,Draw: 56,90,2.0,"27,500",R16,Stanislas Wawrinka (SUI),16,"L 4-6, 5-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2009&r=4&p=F324,ATP World Tour Masters 1000 Monte Carlo,R16,110,Stanislas Wawrinka,Roger Federer,Switzerland,2.0,1.0,44.0,85.0,29.0,44.0,21.0,41.0,11.0,14.0,11.0,15.0,48.0,12.0,29.0,1.0,4.0,11.0,50.0,85.0,27.0,77.0,77.0,162.0,Stanislas Wawrinka,Switzerland,0.0,1.0,48.0,77.0,33.0,48.0,17.0,29.0,3.0,4.0,11.0,15.0,44.0,20.0,41.0,3.0,14.0,11.0,50.0,77.0,35.0,85.0,85.0,162.0,0
889,2009,United States of America,"ATP World Tour Masters 1000 Miami, FL, U.S.A.",25.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",R128,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2009&r=1&p=F324,ATP World Tour Masters 1000 Miami,R128,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
890,2009,United States of America,"ATP World Tour Masters 1000 Miami, FL, U.S.A.",25.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",R64,Kevin Kim (USA),107,"W 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2009&r=2&p=F324,ATP World Tour Masters 1000 Miami,R64,65,Roger Federer,Roger Federer,Switzerland,4.0,1.0,35.0,58.0,27.0,35.0,13.0,23.0,5.0,5.0,9.0,5.0,29.0,22.0,33.0,3.0,5.0,8.0,40.0,58.0,27.0,62.0,67.0,120.0,Kevin Kim,United States,5.0,2.0,29.0,62.0,24.0,29.0,11.0,33.0,2.0,5.0,8.0,8.0,35.0,10.0,23.0,0.0,5.0,9.0,35.0,62.0,18.0,58.0,53.0,120.0,1
891,2009,United States of America,"ATP World Tour Masters 1000 Miami, FL, U.S.A.",25.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",R32,Nicolas Kiefer (GER),29,"W 6-4, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2009&r=3&p=F324,ATP World Tour Masters 1000 Miami,R32,71,Roger Federer,Roger Federer,Switzerland,5.0,1.0,35.0,44.0,26.0,35.0,6.0,9.0,0.0,0.0,8.0,8.0,32.0,20.0,27.0,4.0,6.0,9.0,32.0,44.0,28.0,59.0,60.0,103.0,Nicolas Kiefer,Germany,5.0,3.0,32.0,59.0,24.0,32.0,7.0,27.0,2.0,6.0,9.0,9.0,35.0,3.0,9.0,0.0,0.0,8.0,31.0,59.0,12.0,44.0,43.0,103.0,1
892,2009,United States of America,"ATP World Tour Masters 1000 Miami, FL, U.S.A.",25.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",R16,Taylor Dent (USA),467,"W 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2009&r=4&p=F324,ATP World Tour Masters 1000 Miami,R16,86,Roger Federer,Roger Federer,Switzerland,5.0,4.0,41.0,68.0,34.0,41.0,13.0,27.0,8.0,8.0,9.0,15.0,45.0,21.0,36.0,3.0,11.0,8.0,47.0,68.0,36.0,81.0,83.0,149.0,Taylor Dent,United States,3.0,5.0,45.0,81.0,30.0,45.0,15.0,36.0,8.0,11.0,8.0,7.0,41.0,14.0,27.0,0.0,8.0,9.0,45.0,81.0,21.0,68.0,66.0,149.0,1
893,2009,United States of America,"ATP World Tour Masters 1000 Miami, FL, U.S.A.",25.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",Q,Andy Roddick (USA),6,"W 6-3, 4-6, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2009&r=5&p=F324,ATP World Tour Masters 1000 Miami,Q,123,Roger Federer,Roger Federer,Switzerland,7.0,5.0,51.0,80.0,36.0,51.0,20.0,29.0,2.0,3.0,14.0,23.0,71.0,14.0,30.0,3.0,7.0,15.0,56.0,80.0,37.0,101.0,93.0,181.0,Andy Roddick,United States,6.0,4.0,71.0,101.0,48.0,71.0,16.0,30.0,4.0,7.0,15.0,15.0,51.0,9.0,29.0,1.0,3.0,14.0,64.0,101.0,24.0,80.0,88.0,181.0,1
894,2009,United States of America,"ATP World Tour Masters 1000 Miami, FL, U.S.A.",25.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",S,Novak Djokovic (SRB),3,"L 6-3, 2-6, 3-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2009&r=6&p=F324,ATP World Tour Masters 1000 Miami,S,106,Novak Djokovic,Roger Federer,Switzerland,4.0,4.0,48.0,80.0,28.0,48.0,13.0,32.0,4.0,10.0,13.0,16.0,51.0,10.0,22.0,4.0,6.0,13.0,41.0,80.0,26.0,73.0,67.0,153.0,Novak Djokovic,Serbia,4.0,4.0,51.0,73.0,35.0,51.0,12.0,22.0,2.0,6.0,13.0,20.0,48.0,19.0,32.0,6.0,10.0,13.0,47.0,73.0,39.0,80.0,86.0,153.0,0
895,2009,United States of America,"ATP World Tour Masters 1000 Indian Wells, CA, U.S.A.",12.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",R128,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2009&r=1&p=F324,ATP World Tour Masters 1000 Indian Wells,R128,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
896,2009,United States of America,"ATP World Tour Masters 1000 Indian Wells, CA, U.S.A.",12.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",R64,Marc Gicquel (FRA),52,"W 7-6(4), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2009&r=2&p=F324,ATP World Tour Masters 1000 Indian Wells,R64,84,Roger Federer,Roger Federer,Switzerland,12.0,2.0,36.0,59.0,33.0,36.0,15.0,23.0,0.0,0.0,11.0,16.0,52.0,16.0,36.0,1.0,3.0,11.0,48.0,59.0,32.0,88.0,80.0,147.0,Marc Gicquel,France,8.0,3.0,52.0,88.0,36.0,52.0,20.0,36.0,2.0,3.0,11.0,3.0,36.0,8.0,23.0,0.0,0.0,11.0,56.0,88.0,11.0,59.0,67.0,147.0,1
897,2009,United States of America,"ATP World Tour Masters 1000 Indian Wells, CA, U.S.A.",12.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",R32,Ivo Karlovic (CRO),28,"W 7-6(4), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2009&r=3&p=F324,ATP World Tour Masters 1000 Indian Wells,R32,74,Roger Federer,Roger Federer,Switzerland,1.0,2.0,36.0,59.0,34.0,36.0,15.0,23.0,0.0,0.0,11.0,7.0,37.0,11.0,24.0,1.0,2.0,10.0,49.0,59.0,18.0,61.0,67.0,120.0,Ivo Karlovic,Croatia,13.0,2.0,37.0,61.0,30.0,37.0,13.0,24.0,1.0,2.0,10.0,2.0,36.0,8.0,23.0,0.0,0.0,11.0,43.0,61.0,10.0,59.0,53.0,120.0,1
898,2009,United States of America,"ATP World Tour Masters 1000 Indian Wells, CA, U.S.A.",12.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",R16,Fernando Gonzalez (CHI),17,"W 6-3, 5-7, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2009&r=4&p=F324,ATP World Tour Masters 1000 Indian Wells,R16,110,Roger Federer,Roger Federer,Switzerland,3.0,3.0,44.0,86.0,36.0,44.0,25.0,42.0,1.0,2.0,15.0,12.0,47.0,19.0,39.0,3.0,5.0,14.0,61.0,86.0,31.0,86.0,92.0,172.0,Fernando Gonzalez,Chile,6.0,2.0,47.0,86.0,35.0,47.0,20.0,39.0,2.0,5.0,14.0,8.0,44.0,17.0,42.0,1.0,2.0,15.0,55.0,86.0,25.0,86.0,80.0,172.0,1
899,2009,United States of America,"ATP World Tour Masters 1000 Indian Wells, CA, U.S.A.",12.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",Q,Fernando Verdasco (ESP),10,"W 6-3, 7-6(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2009&r=5&p=F324,ATP World Tour Masters 1000 Indian Wells,Q,92,Roger Federer,Roger Federer,Switzerland,4.0,3.0,42.0,67.0,32.0,42.0,10.0,25.0,5.0,7.0,10.0,26.0,61.0,6.0,16.0,4.0,8.0,11.0,42.0,67.0,32.0,77.0,74.0,144.0,Fernando Verdasco,Spain,2.0,4.0,61.0,77.0,35.0,61.0,10.0,16.0,4.0,8.0,11.0,10.0,42.0,15.0,25.0,2.0,7.0,10.0,45.0,77.0,25.0,67.0,70.0,144.0,1
900,2009,United States of America,"ATP World Tour Masters 1000 Indian Wells, CA, U.S.A.",12.03.2009,1000,Hard,Draw: 96,360,2.0,"$148,100",S,Andy Murray (GBR),4,"L 3-6, 6-4, 1-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2009&r=6&p=F324,ATP World Tour Masters 1000 Indian Wells,S,108,Andy Murray,Roger Federer,Switzerland,3.0,0.0,42.0,74.0,27.0,42.0,15.0,32.0,1.0,6.0,13.0,14.0,49.0,14.0,33.0,2.0,10.0,13.0,42.0,74.0,28.0,82.0,70.0,156.0,Andy Murray,Great Britain,6.0,3.0,49.0,82.0,35.0,49.0,19.0,33.0,8.0,10.0,13.0,15.0,42.0,17.0,32.0,5.0,6.0,13.0,54.0,82.0,32.0,74.0,86.0,156.0,0
901,2009,Australia,"Australian Open, Australia",19.01.2009,GS,Hard,Draw: 128,"1,200",2.0,"A$1,000,000",R128,Andreas Seppi (ITA),35,"W 6-1, 7-6(4), 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2009&r=1&p=F324,Australian Open,R128,280,Roger Federer,Roger Federer,Switzerland,9.0,5.0,76.0,115.0,56.0,76.0,23.0,39.0,10.0,10.0,16.0,22.0,70.0,21.0,39.0,3.0,10.0,15.0,79.0,115.0,43.0,109.0,122.0,224.0,Andreas Seppi,Italy,1.0,6.0,70.0,109.0,48.0,70.0,18.0,39.0,7.0,10.0,15.0,20.0,76.0,16.0,39.0,0.0,10.0,16.0,66.0,109.0,36.0,115.0,102.0,224.0,1
902,2009,Australia,"Australian Open, Australia",19.01.2009,GS,Hard,Draw: 128,"1,200",2.0,"A$1,000,000",R64,Evgeny Korolev (KAZ),118,"W 6-2, 6-3, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2009&r=2&p=F324,Australian Open,R64,85,Roger Federer,Roger Federer,Switzerland,8.0,3.0,41.0,68.0,28.0,41.0,20.0,27.0,0.0,1.0,12.0,19.0,41.0,22.0,39.0,7.0,12.0,12.0,48.0,68.0,41.0,80.0,89.0,148.0,Evgeny Korolev,Kazakhstan,2.0,3.0,41.0,80.0,22.0,41.0,17.0,39.0,5.0,12.0,12.0,13.0,41.0,7.0,27.0,1.0,1.0,12.0,39.0,80.0,20.0,68.0,59.0,148.0,1
903,2009,Australia,"Australian Open, Australia",19.01.2009,GS,Hard,Draw: 128,"1,200",2.0,"A$1,000,000",R32,Marat Safin (RUS),27,"W 6-3, 6-2, 7-6(5)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2009&r=3&p=F324,Australian Open,R32,110,Roger Federer,Roger Federer,Switzerland,9.0,1.0,54.0,89.0,46.0,54.0,22.0,35.0,0.0,0.0,15.0,14.0,44.0,20.0,44.0,3.0,4.0,14.0,68.0,89.0,34.0,88.0,102.0,177.0,Marat Safin,Russian Federation,14.0,2.0,44.0,88.0,30.0,44.0,24.0,44.0,1.0,4.0,14.0,8.0,54.0,13.0,35.0,0.0,0.0,15.0,54.0,88.0,21.0,89.0,75.0,177.0,1
904,2009,Australia,"Australian Open, Australia",19.01.2009,GS,Hard,Draw: 128,"1,200",2.0,"A$1,000,000",R16,Tomas Berdych (CZE),21,"W 4-6, 6-7(4), 6-4, 6-4, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2009&r=4&p=F324,Australian Open,R16,205,Roger Federer,Roger Federer,Switzerland,20.0,5.0,108.0,159.0,76.0,108.0,24.0,51.0,7.0,12.0,25.0,28.0,93.0,31.0,58.0,8.0,12.0,25.0,100.0,159.0,59.0,151.0,159.0,310.0,Tomas Berdych,Czech Republic,7.0,2.0,93.0,151.0,65.0,93.0,27.0,58.0,4.0,12.0,25.0,32.0,108.0,27.0,51.0,5.0,12.0,25.0,92.0,151.0,59.0,159.0,151.0,310.0,1
905,2009,Australia,"Australian Open, Australia",19.01.2009,GS,Hard,Draw: 128,"1,200",2.0,"A$1,000,000",Q,Juan Martin Del Potro (ARG),6,"W 6-3, 6-0, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2009&r=5&p=F324,Australian Open,Q,80,Roger Federer,Roger Federer,Switzerland,12.0,0.0,37.0,53.0,32.0,37.0,12.0,16.0,0.0,0.0,11.0,21.0,39.0,18.0,27.0,7.0,11.0,10.0,44.0,53.0,39.0,66.0,83.0,119.0,Juan Martin Del Potro,Argentina,5.0,2.0,39.0,66.0,18.0,39.0,9.0,27.0,4.0,11.0,10.0,5.0,37.0,4.0,16.0,0.0,0.0,11.0,27.0,66.0,9.0,53.0,36.0,119.0,1
906,2009,Australia,"Australian Open, Australia",19.01.2009,GS,Hard,Draw: 128,"1,200",2.0,"A$1,000,000",S,Andy Roddick (USA),9,"W 6-2, 7-5, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2009&r=6&p=F324,Australian Open,S,125,Roger Federer,Roger Federer,Switzerland,16.0,0.0,63.0,96.0,52.0,63.0,19.0,33.0,3.0,3.0,16.0,18.0,61.0,16.0,33.0,4.0,13.0,16.0,71.0,96.0,34.0,94.0,105.0,190.0,Andy Roddick,United States,8.0,2.0,61.0,94.0,43.0,61.0,17.0,33.0,9.0,13.0,16.0,11.0,63.0,14.0,33.0,0.0,3.0,16.0,60.0,94.0,25.0,96.0,85.0,190.0,1
907,2009,Australia,"Australian Open, Australia",19.01.2009,GS,Hard,Draw: 128,"1,200",2.0,"A$1,000,000",F,Rafael Nadal (ESP),1,"L 5-7, 6-3, 6-7(3), 6-3, 2-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=580&y=2009&r=7&p=F324,Australian Open,F,259,Rafael Nadal,Roger Federer,Switzerland,11.0,6.0,89.0,172.0,65.0,89.0,38.0,83.0,9.0,16.0,26.0,38.0,112.0,33.0,63.0,6.0,19.0,24.0,103.0,172.0,71.0,175.0,174.0,347.0,Rafael Nadal,Spain,4.0,4.0,112.0,175.0,74.0,112.0,30.0,63.0,13.0,19.0,24.0,24.0,89.0,45.0,83.0,7.0,16.0,26.0,104.0,175.0,69.0,172.0,173.0,347.0,0
908,2009,Qatar,"Doha, Qatar",05.01.2009,250,Hard,Draw: 32,90,2.0,"$50,900",R32,Potito Starace (ITA),71,"W 6-2, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2009&r=3&p=F324,Doha,R32,49,Roger Federer,Roger Federer,Switzerland,5.0,1.0,25.0,39.0,22.0,25.0,10.0,14.0,0.0,0.0,8.0,13.0,33.0,11.0,16.0,4.0,5.0,8.0,32.0,39.0,24.0,49.0,56.0,88.0,Potito Starace,Italy,4.0,1.0,33.0,49.0,20.0,33.0,5.0,16.0,1.0,5.0,8.0,3.0,25.0,4.0,14.0,0.0,0.0,8.0,25.0,49.0,7.0,39.0,32.0,88.0,1
909,2009,Qatar,"Doha, Qatar",05.01.2009,250,Hard,Draw: 32,90,2.0,"$50,900",R16,Andreas Seppi (ITA),34,"W 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2009&r=4&p=F324,Doha,R16,80,Roger Federer,Roger Federer,Switzerland,4.0,2.0,38.0,66.0,27.0,38.0,16.0,28.0,3.0,4.0,9.0,15.0,40.0,15.0,25.0,4.0,10.0,9.0,43.0,66.0,30.0,65.0,73.0,131.0,Andreas Seppi,Italy,0.0,3.0,40.0,65.0,25.0,40.0,10.0,25.0,6.0,10.0,9.0,11.0,38.0,12.0,28.0,1.0,4.0,9.0,35.0,65.0,23.0,66.0,58.0,131.0,1
910,2009,Qatar,"Doha, Qatar",05.01.2009,250,Hard,Draw: 32,90,2.0,"$50,900",Q,Philipp Kohlschreiber (GER),28,"W 6-2, 7-6(6)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2009&r=5&p=F324,Doha,Q,86,Roger Federer,Roger Federer,Switzerland,4.0,0.0,42.0,60.0,29.0,42.0,11.0,18.0,1.0,3.0,10.0,21.0,54.0,14.0,20.0,4.0,7.0,10.0,40.0,60.0,35.0,74.0,75.0,134.0,Philipp Kohlschreiber,Germany,1.0,2.0,54.0,74.0,33.0,54.0,6.0,20.0,3.0,7.0,10.0,13.0,42.0,7.0,18.0,2.0,3.0,10.0,39.0,74.0,20.0,60.0,59.0,134.0,1
911,2009,Qatar,"Doha, Qatar",05.01.2009,250,Hard,Draw: 32,90,2.0,"$50,900",S,Andy Murray (GBR),4,"L 7-6(6), 2-6, 2-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=451&y=2009&r=6&p=F324,Doha,S,125,Andy Murray,Roger Federer,Switzerland,7.0,4.0,61.0,95.0,42.0,61.0,18.0,34.0,2.0,6.0,14.0,8.0,57.0,15.0,30.0,0.0,3.0,14.0,60.0,95.0,23.0,87.0,83.0,182.0,Andy Murray,Great Britain,7.0,1.0,57.0,87.0,49.0,57.0,15.0,30.0,3.0,3.0,14.0,19.0,61.0,16.0,34.0,4.0,6.0,14.0,64.0,87.0,35.0,95.0,99.0,182.0,0
912,2010,Great Britain,"Barclays ATP World Tour Finals, London, England",21.11.2010,WC,Hard,Draw: 8,"1,500",2.0,"$1,630,000",RR,David Ferrer (ESP),7,"W 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2010&r=-7&p=F324,Barclays ATP World Tour Finals,RR,88,Roger Federer,Roger Federer,Switzerland,6.0,1.0,44.0,72.0,32.0,44.0,13.0,28.0,5.0,6.0,9.0,16.0,39.0,19.0,32.0,4.0,9.0,8.0,45.0,72.0,35.0,71.0,80.0,143.0,David Ferrer,Spain,0.0,6.0,39.0,71.0,23.0,39.0,13.0,32.0,5.0,9.0,8.0,12.0,44.0,15.0,28.0,1.0,6.0,9.0,36.0,71.0,27.0,72.0,63.0,143.0,1
913,2010,Great Britain,"Barclays ATP World Tour Finals, London, England",21.11.2010,WC,Hard,Draw: 8,"1,500",2.0,"$1,630,000",RR,Andy Murray (GBR),5,"W 6-4, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2010&r=-5&p=F324,Barclays ATP World Tour Finals,RR,77,Roger Federer,Roger Federer,Switzerland,4.0,0.0,24.0,44.0,21.0,24.0,15.0,20.0,0.0,0.0,9.0,11.0,27.0,16.0,35.0,3.0,8.0,9.0,36.0,44.0,27.0,62.0,63.0,106.0,Andy Murray,Great Britain,4.0,1.0,27.0,62.0,16.0,27.0,19.0,35.0,5.0,8.0,9.0,3.0,24.0,5.0,20.0,0.0,0.0,9.0,35.0,62.0,8.0,44.0,43.0,106.0,1
914,2010,Great Britain,"Barclays ATP World Tour Finals, London, England",21.11.2010,WC,Hard,Draw: 8,"1,500",2.0,"$1,630,000",RR,Robin Soderling (SWE),4,"W 7-6(5), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2010&r=-3&p=F324,Barclays ATP World Tour Finals,RR,88,Roger Federer,Roger Federer,Switzerland,11.0,3.0,43.0,68.0,35.0,43.0,14.0,25.0,2.0,3.0,11.0,8.0,39.0,16.0,31.0,2.0,4.0,10.0,49.0,68.0,24.0,70.0,73.0,138.0,Robin Soderling,Sweden,12.0,2.0,39.0,70.0,31.0,39.0,15.0,31.0,2.0,4.0,10.0,8.0,43.0,11.0,25.0,1.0,3.0,11.0,46.0,70.0,19.0,68.0,65.0,138.0,1
915,2010,Great Britain,"Barclays ATP World Tour Finals, London, England",21.11.2010,WC,Hard,Draw: 8,"1,500",2.0,"$1,630,000",S,Novak Djokovic (SRB),3,"W 6-1, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2010&r=6&p=F324,Barclays ATP World Tour Finals,S,81,Roger Federer,Roger Federer,Switzerland,4.0,1.0,34.0,55.0,26.0,34.0,12.0,21.0,0.0,1.0,9.0,15.0,35.0,13.0,22.0,4.0,11.0,8.0,38.0,55.0,28.0,57.0,66.0,112.0,Novak Djokovic,Serbia,2.0,3.0,35.0,57.0,20.0,35.0,9.0,22.0,7.0,11.0,8.0,8.0,34.0,9.0,21.0,1.0,1.0,9.0,29.0,57.0,17.0,55.0,46.0,112.0,1
916,2010,Great Britain,"Barclays ATP World Tour Finals, London, England",21.11.2010,WC,Hard,Draw: 8,"1,500",2.0,"$1,630,000",W,Rafael Nadal (ESP),1,"W 6-3, 3-6, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2010&r=7&p=F324,Barclays ATP World Tour Finals,F,98,Roger Federer,Roger Federer,Switzerland,7.0,1.0,40.0,64.0,37.0,40.0,14.0,24.0,1.0,2.0,13.0,18.0,51.0,5.0,15.0,3.0,3.0,12.0,51.0,64.0,23.0,66.0,74.0,130.0,Rafael Nadal,Spain,1.0,1.0,51.0,66.0,33.0,51.0,10.0,15.0,0.0,3.0,12.0,3.0,40.0,10.0,24.0,1.0,2.0,13.0,43.0,66.0,13.0,64.0,56.0,130.0,1
