,year,tournament country,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament.1,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total,RF_win
917,2010,France,"ATP World Tour Masters 1000 Paris, France",07.11.2010,1000,Hard,Draw: 48,360,2.0,"105,500",R64,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2010&r=2&p=F324,ATP World Tour Masters 1000 Paris,R64,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
918,2010,France,"ATP World Tour Masters 1000 Paris, France",07.11.2010,1000,Hard,Draw: 48,360,2.0,"105,500",R32,Richard Gasquet (FRA),28,"W 6-4, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2010&r=3&p=F324,ATP World Tour Masters 1000 Paris,R32,69,Roger Federer,Roger Federer,Switzerland,7.0,0.0,26.0,50.0,23.0,26.0,17.0,24.0,0.0,0.0,10.0,17.0,47.0,7.0,18.0,2.0,5.0,10.0,40.0,50.0,24.0,65.0,64.0,115.0,Richard Gasquet,France,5.0,1.0,47.0,65.0,30.0,47.0,11.0,18.0,3.0,5.0,10.0,3.0,26.0,7.0,24.0,0.0,0.0,10.0,41.0,65.0,10.0,50.0,51.0,115.0,1
919,2010,France,"ATP World Tour Masters 1000 Paris, France",07.11.2010,1000,Hard,Draw: 48,360,2.0,"105,500",R16,Radek Stepanek (CZE),41,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2010&r=4&p=F324,ATP World Tour Masters 1000 Paris,R16,79,Roger Federer,Roger Federer,Switzerland,11.0,0.0,39.0,57.0,30.0,39.0,13.0,18.0,2.0,2.0,10.0,15.0,45.0,13.0,23.0,2.0,4.0,9.0,43.0,57.0,28.0,68.0,71.0,125.0,Radek Stepanek,Czech Republic,4.0,2.0,45.0,68.0,30.0,45.0,10.0,23.0,2.0,4.0,9.0,9.0,39.0,5.0,18.0,0.0,2.0,10.0,40.0,68.0,14.0,57.0,54.0,125.0,1
920,2010,France,"ATP World Tour Masters 1000 Paris, France",07.11.2010,1000,Hard,Draw: 48,360,2.0,"105,500",Q,Jurgen Melzer (AUT),12,"W 6-1, 7-6(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2010&r=5&p=F324,ATP World Tour Masters 1000 Paris,Q,70,Roger Federer,Roger Federer,Switzerland,18.0,2.0,38.0,55.0,35.0,38.0,9.0,17.0,0.0,0.0,10.0,9.0,34.0,14.0,27.0,2.0,6.0,9.0,44.0,55.0,23.0,61.0,67.0,116.0,Jurgen Melzer,Austria,3.0,0.0,34.0,61.0,25.0,34.0,13.0,27.0,4.0,6.0,9.0,3.0,38.0,8.0,17.0,0.0,0.0,10.0,38.0,61.0,11.0,55.0,49.0,116.0,1
921,2010,France,"ATP World Tour Masters 1000 Paris, France",07.11.2010,1000,Hard,Draw: 48,360,2.0,"105,500",S,Gael Monfils (FRA),14,"L 6-7(7), 7-6(1), 6-7(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2010&r=6&p=F324,ATP World Tour Masters 1000 Paris,S,161,Gael Monfils,Roger Federer,Switzerland,18.0,1.0,76.0,122.0,65.0,76.0,25.0,46.0,3.0,4.0,18.0,14.0,74.0,21.0,50.0,1.0,7.0,18.0,90.0,122.0,35.0,124.0,125.0,246.0,Gael Monfils,France,15.0,5.0,74.0,124.0,60.0,74.0,29.0,50.0,6.0,7.0,18.0,11.0,76.0,21.0,46.0,1.0,4.0,18.0,89.0,124.0,32.0,122.0,121.0,246.0,0
922,2010,Switzerland,"Basel, Switzerland",01.11.2010,500,Hard,Draw: 32,500,2.0,"291,700",R32,Alexandr Dolgopolov (UKR),48,"W 6-4, 5-2 RET",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2010&r=3&p=F324,Basel,R32,52,Roger Federer,Roger Federer,Switzerland,9.0,1.0,20.0,37.0,19.0,20.0,14.0,17.0,0.0,0.0,8.0,11.0,30.0,11.0,24.0,3.0,5.0,9.0,33.0,37.0,22.0,54.0,55.0,91.0,Alexandr Dolgopolov,Ukraine,4.0,1.0,30.0,54.0,19.0,30.0,13.0,24.0,2.0,5.0,9.0,1.0,20.0,3.0,17.0,0.0,0.0,8.0,32.0,54.0,4.0,37.0,36.0,91.0,1
923,2010,Switzerland,"Basel, Switzerland",01.11.2010,500,Hard,Draw: 32,500,2.0,"291,700",R16,Janko Tipsarevic (SRB),46,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2010&r=4&p=F324,Basel,R16,61,Roger Federer,Roger Federer,Switzerland,8.0,1.0,25.0,47.0,25.0,25.0,15.0,22.0,0.0,0.0,10.0,12.0,36.0,10.0,19.0,2.0,2.0,9.0,40.0,47.0,22.0,55.0,62.0,102.0,Janko Tipsarevic,Serbia,2.0,1.0,36.0,55.0,24.0,36.0,9.0,19.0,0.0,2.0,9.0,0.0,25.0,7.0,22.0,0.0,0.0,10.0,33.0,55.0,7.0,47.0,40.0,102.0,1
924,2010,Switzerland,"Basel, Switzerland",01.11.2010,500,Hard,Draw: 32,500,2.0,"291,700",Q,Radek Stepanek (CZE),38,"W 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2010&r=5&p=F324,Basel,Q,60,Roger Federer,Roger Federer,Switzerland,7.0,1.0,28.0,45.0,24.0,28.0,12.0,17.0,0.0,0.0,9.0,12.0,34.0,6.0,13.0,3.0,6.0,8.0,36.0,45.0,18.0,47.0,54.0,92.0,Radek Stepanek,Czech Republic,2.0,1.0,34.0,47.0,22.0,34.0,7.0,13.0,3.0,6.0,8.0,4.0,28.0,5.0,17.0,0.0,0.0,9.0,29.0,47.0,9.0,45.0,38.0,92.0,1
925,2010,Switzerland,"Basel, Switzerland",01.11.2010,500,Hard,Draw: 32,500,2.0,"291,700",S,Andy Roddick (USA),9,"W 6-2, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2010&r=6&p=F324,Basel,S,70,Roger Federer,Roger Federer,Switzerland,13.0,1.0,31.0,53.0,29.0,31.0,9.0,22.0,4.0,5.0,9.0,10.0,34.0,13.0,20.0,4.0,8.0,9.0,38.0,53.0,23.0,54.0,61.0,107.0,Andy Roddick,United States,4.0,4.0,34.0,54.0,24.0,34.0,7.0,20.0,4.0,8.0,9.0,2.0,31.0,13.0,22.0,1.0,5.0,9.0,31.0,54.0,15.0,53.0,46.0,107.0,1
926,2010,Switzerland,"Basel, Switzerland",01.11.2010,500,Hard,Draw: 32,500,2.0,"291,700",W,Novak Djokovic (SRB),3,"W 6-4, 3-6, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=328&y=2010&r=7&p=F324,Basel,F,115,Roger Federer,Roger Federer,Switzerland,6.0,4.0,49.0,84.0,39.0,49.0,19.0,35.0,4.0,5.0,13.0,20.0,57.0,9.0,25.0,3.0,8.0,13.0,58.0,84.0,29.0,82.0,87.0,166.0,Novak Djokovic,Serbia,4.0,2.0,57.0,82.0,37.0,57.0,16.0,25.0,5.0,8.0,13.0,10.0,49.0,16.0,35.0,1.0,5.0,13.0,53.0,82.0,26.0,84.0,79.0,166.0,1
927,2010,Sweden,"Stockholm, Sweden",18.10.2010,250,Hard,Draw: 28,250,2.0,"95,845",R32,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2010&r=3&p=F324,Stockholm,R32,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
928,2010,Sweden,"Stockholm, Sweden",18.10.2010,250,Hard,Draw: 28,250,2.0,"95,845",R16,Taylor Dent (USA),101,"W 6-1, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2010&r=4&p=F324,Stockholm,R16,51,Roger Federer,Roger Federer,Switzerland,3.0,1.0,34.0,48.0,29.0,34.0,6.0,14.0,2.0,2.0,8.0,10.0,22.0,13.0,20.0,4.0,7.0,7.0,35.0,48.0,23.0,42.0,58.0,90.0,Taylor Dent,United States,1.0,2.0,22.0,42.0,12.0,22.0,7.0,20.0,3.0,7.0,7.0,5.0,34.0,8.0,14.0,0.0,2.0,8.0,19.0,42.0,13.0,48.0,32.0,90.0,1
929,2010,Sweden,"Stockholm, Sweden",18.10.2010,250,Hard,Draw: 28,250,2.0,"95,845",Q,Stanislas Wawrinka (SUI),21,"W 2-6, 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2010&r=5&p=F324,Stockholm,Q,108,Roger Federer,Roger Federer,Switzerland,6.0,2.0,55.0,84.0,36.0,55.0,17.0,29.0,6.0,9.0,13.0,15.0,39.0,17.0,36.0,4.0,9.0,12.0,53.0,84.0,32.0,75.0,85.0,159.0,Stanislas Wawrinka,Switzerland,4.0,0.0,39.0,75.0,24.0,39.0,19.0,36.0,5.0,9.0,12.0,19.0,55.0,12.0,29.0,3.0,9.0,13.0,43.0,75.0,31.0,84.0,74.0,159.0,1
930,2010,Sweden,"Stockholm, Sweden",18.10.2010,250,Hard,Draw: 28,250,2.0,"95,845",S,Ivan Ljubicic (CRO),17,"W 7-6(5), 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2010&r=6&p=F324,Stockholm,S,78,Roger Federer,Roger Federer,Switzerland,10.0,0.0,41.0,60.0,33.0,41.0,10.0,19.0,1.0,2.0,10.0,15.0,46.0,12.0,19.0,3.0,5.0,10.0,43.0,60.0,27.0,65.0,70.0,125.0,Ivan Ljubicic,Croatia,5.0,1.0,46.0,65.0,31.0,46.0,7.0,19.0,2.0,5.0,10.0,8.0,41.0,9.0,19.0,1.0,2.0,10.0,38.0,65.0,17.0,60.0,55.0,125.0,1
931,2010,Sweden,"Stockholm, Sweden",18.10.2010,250,Hard,Draw: 28,250,2.0,"95,845",W,Florian Mayer (GER),47,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=429&y=2010&r=7&p=F324,Stockholm,F,64,Roger Federer,Roger Federer,Switzerland,4.0,0.0,33.0,54.0,28.0,33.0,11.0,21.0,1.0,2.0,10.0,18.0,44.0,6.0,13.0,3.0,7.0,9.0,39.0,54.0,24.0,57.0,63.0,111.0,Florian Mayer,Germany,6.0,0.0,44.0,57.0,26.0,44.0,7.0,13.0,4.0,7.0,9.0,5.0,33.0,10.0,21.0,1.0,2.0,10.0,33.0,57.0,15.0,54.0,48.0,111.0,1
932,2010,China,"ATP World Tour Masters 1000 Shanghai, China",10.10.2010,1000,Hard,Draw: 56,600,3.0,"$302,000",R64,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2010&r=2&p=F324,ATP World Tour Masters 1000 Shanghai,R64,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
933,2010,China,"ATP World Tour Masters 1000 Shanghai, China",10.10.2010,1000,Hard,Draw: 56,600,3.0,"$302,000",R32,John Isner (USA),20,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2010&r=3&p=F324,ATP World Tour Masters 1000 Shanghai,R32,63,Roger Federer,Roger Federer,Switzerland,5.0,1.0,32.0,53.0,27.0,32.0,14.0,21.0,0.0,0.0,10.0,10.0,34.0,9.0,17.0,2.0,3.0,9.0,41.0,53.0,19.0,51.0,60.0,104.0,John Isner,United States,7.0,2.0,34.0,51.0,24.0,34.0,8.0,17.0,1.0,3.0,9.0,5.0,32.0,7.0,21.0,0.0,0.0,10.0,32.0,51.0,12.0,53.0,44.0,104.0,1
934,2010,China,"ATP World Tour Masters 1000 Shanghai, China",10.10.2010,1000,Hard,Draw: 56,600,3.0,"$302,000",R16,Andreas Seppi (ITA),58,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2010&r=4&p=F324,ATP World Tour Masters 1000 Shanghai,R16,74,Roger Federer,Roger Federer,Switzerland,6.0,1.0,42.0,66.0,32.0,42.0,13.0,24.0,4.0,5.0,10.0,14.0,33.0,8.0,20.0,3.0,9.0,9.0,45.0,66.0,22.0,53.0,67.0,119.0,Andreas Seppi,Italy,0.0,1.0,33.0,53.0,19.0,33.0,12.0,20.0,6.0,9.0,9.0,10.0,42.0,11.0,24.0,1.0,5.0,10.0,31.0,53.0,21.0,66.0,52.0,119.0,1
935,2010,China,"ATP World Tour Masters 1000 Shanghai, China",10.10.2010,1000,Hard,Draw: 56,600,3.0,"$302,000",Q,Robin Soderling (SWE),5,"W 6-1, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2010&r=5&p=F324,ATP World Tour Masters 1000 Shanghai,Q,54,Roger Federer,Roger Federer,Switzerland,5.0,2.0,24.0,39.0,18.0,24.0,10.0,15.0,0.0,0.0,7.0,15.0,24.0,13.0,21.0,5.0,6.0,7.0,28.0,39.0,28.0,45.0,56.0,84.0,Robin Soderling,Sweden,3.0,3.0,24.0,45.0,9.0,24.0,8.0,21.0,1.0,6.0,7.0,6.0,24.0,5.0,15.0,0.0,0.0,7.0,17.0,45.0,11.0,39.0,28.0,84.0,1
936,2010,China,"ATP World Tour Masters 1000 Shanghai, China",10.10.2010,1000,Hard,Draw: 56,600,3.0,"$302,000",S,Novak Djokovic (SRB),2,"W 7-5, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2010&r=6&p=F324,ATP World Tour Masters 1000 Shanghai,S,102,Roger Federer,Roger Federer,Switzerland,7.0,3.0,45.0,73.0,34.0,45.0,15.0,28.0,4.0,5.0,11.0,18.0,48.0,12.0,27.0,3.0,4.0,11.0,49.0,73.0,30.0,75.0,79.0,148.0,Novak Djokovic,Serbia,4.0,4.0,48.0,75.0,30.0,48.0,15.0,27.0,1.0,4.0,11.0,11.0,45.0,13.0,28.0,1.0,5.0,11.0,45.0,75.0,24.0,73.0,69.0,148.0,1
937,2010,China,"ATP World Tour Masters 1000 Shanghai, China",10.10.2010,1000,Hard,Draw: 56,600,3.0,"$302,000",F,Andy Murray (GBR),4,"L 3-6, 2-6",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2010&r=7&p=F324,ATP World Tour Masters 1000 Shanghai,F,85,Andy Murray,Roger Federer,Switzerland,3.0,2.0,48.0,69.0,31.0,48.0,5.0,21.0,4.0,8.0,9.0,5.0,28.0,11.0,25.0,0.0,6.0,8.0,36.0,69.0,16.0,53.0,52.0,122.0,Andy Murray,Great Britain,6.0,1.0,28.0,53.0,23.0,28.0,14.0,25.0,6.0,6.0,8.0,17.0,48.0,16.0,21.0,4.0,8.0,9.0,37.0,53.0,33.0,69.0,70.0,122.0,0
938,2010,United States of America,"US Open, NY, U.S.A.",30.08.2010,GS,Hard,Draw: 128,720,2.0,"$525,000",R128,Brian Dabul (ARG),96,"W 6-1, 6-4, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2010&r=1&p=F324,US Open,R128,93,Roger Federer,Roger Federer,Switzerland,18.0,1.0,49.0,74.0,41.0,49.0,14.0,25.0,1.0,1.0,13.0,22.0,57.0,16.0,28.0,5.0,19.0,12.0,55.0,74.0,38.0,85.0,93.0,159.0,Brian Dabul,Argentina,0.0,3.0,57.0,85.0,35.0,57.0,12.0,28.0,14.0,19.0,12.0,8.0,49.0,11.0,25.0,0.0,1.0,13.0,47.0,85.0,19.0,74.0,66.0,159.0,1
939,2010,United States of America,"US Open, NY, U.S.A.",30.08.2010,GS,Hard,Draw: 128,720,2.0,"$525,000",R64,Andreas Beck (GER),104,"W 6-3, 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2010&r=2&p=F324,US Open,R64,101,Roger Federer,Roger Federer,Switzerland,15.0,0.0,40.0,74.0,32.0,40.0,22.0,34.0,1.0,2.0,14.0,16.0,50.0,22.0,36.0,5.0,10.0,14.0,54.0,74.0,38.0,86.0,92.0,160.0,Andreas Beck,Germany,8.0,11.0,50.0,86.0,34.0,50.0,14.0,36.0,5.0,10.0,14.0,8.0,40.0,12.0,34.0,1.0,2.0,14.0,48.0,86.0,20.0,74.0,68.0,160.0,1
940,2010,United States of America,"US Open, NY, U.S.A.",30.08.2010,GS,Hard,Draw: 128,720,2.0,"$525,000",R32,Paul-Henri Mathieu (FRA),109,"W 6-4, 6-3, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2010&r=3&p=F324,US Open,R32,99,Roger Federer,Roger Federer,Switzerland,13.0,0.0,47.0,77.0,40.0,47.0,19.0,30.0,4.0,4.0,14.0,9.0,37.0,19.0,34.0,4.0,6.0,14.0,59.0,77.0,28.0,71.0,87.0,148.0,Paul-Henri Mathieu,France,3.0,3.0,37.0,71.0,28.0,37.0,15.0,34.0,2.0,6.0,14.0,7.0,47.0,11.0,30.0,0.0,4.0,14.0,43.0,71.0,18.0,77.0,61.0,148.0,1
941,2010,United States of America,"US Open, NY, U.S.A.",30.08.2010,GS,Hard,Draw: 128,720,2.0,"$525,000",R16,Jurgen Melzer (AUT),15,"W 6-3, 7-6(4), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2010&r=4&p=F324,US Open,R16,123,Roger Federer,Roger Federer,Switzerland,10.0,1.0,64.0,105.0,49.0,64.0,25.0,41.0,10.0,12.0,16.0,26.0,64.0,14.0,32.0,4.0,8.0,14.0,74.0,105.0,40.0,96.0,114.0,201.0,Jurgen Melzer,Austria,1.0,3.0,64.0,96.0,38.0,64.0,18.0,32.0,4.0,8.0,14.0,15.0,64.0,16.0,41.0,2.0,12.0,16.0,56.0,96.0,31.0,105.0,87.0,201.0,1
942,2010,United States of America,"US Open, NY, U.S.A.",30.08.2010,GS,Hard,Draw: 128,720,2.0,"$525,000",Q,Robin Soderling (SWE),5,"W 6-4, 6-4, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2010&r=5&p=F324,US Open,Q,116,Roger Federer,Roger Federer,Switzerland,18.0,2.0,58.0,91.0,50.0,58.0,15.0,33.0,4.0,6.0,16.0,18.0,54.0,19.0,39.0,5.0,6.0,16.0,65.0,91.0,37.0,93.0,102.0,184.0,Robin Soderling,Sweden,2.0,4.0,54.0,93.0,36.0,54.0,20.0,39.0,1.0,6.0,16.0,8.0,58.0,18.0,33.0,2.0,6.0,16.0,56.0,93.0,26.0,91.0,82.0,184.0,1
943,2010,United States of America,"US Open, NY, U.S.A.",30.08.2010,GS,Hard,Draw: 128,720,2.0,"$525,000",S,Novak Djokovic (SRB),3,"L 7-5, 1-6, 7-5, 2-6, 5-7",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2010&r=6&p=F324,US Open,S,224,Novak Djokovic,Roger Federer,Switzerland,12.0,5.0,84.0,160.0,62.0,84.0,35.0,76.0,6.0,12.0,25.0,30.0,94.0,21.0,57.0,3.0,7.0,26.0,97.0,160.0,51.0,151.0,148.0,311.0,Novak Djokovic,Serbia,4.0,3.0,94.0,151.0,64.0,94.0,36.0,57.0,4.0,7.0,26.0,22.0,84.0,41.0,76.0,6.0,12.0,25.0,100.0,151.0,63.0,160.0,163.0,311.0,0
944,2010,United States of America,"ATP World Tour Masters 1000 Cincinnati, OH, U.S.A.",15.08.2010,1000,Hard,Draw: 56,"1,000",2.0,"$443,500",R64,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2010&r=2&p=F324,ATP World Tour Masters 1000 Cincinnati,R64,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
945,2010,United States of America,"ATP World Tour Masters 1000 Cincinnati, OH, U.S.A.",15.08.2010,1000,Hard,Draw: 56,"1,000",2.0,"$443,500",R32,Denis Istomin (UZB),53,W 5-2 RET,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2010&r=3&p=F324,ATP World Tour Masters 1000 Cincinnati,R32,36,Roger Federer,Roger Federer,Switzerland,2.0,1.0,12.0,21.0,11.0,12.0,5.0,9.0,0.0,0.0,4.0,6.0,15.0,5.0,8.0,1.0,2.0,3.0,16.0,21.0,11.0,23.0,27.0,44.0,Denis Istomin,Uzbekistan,1.0,1.0,15.0,23.0,9.0,15.0,3.0,8.0,1.0,2.0,3.0,1.0,12.0,4.0,9.0,0.0,0.0,4.0,12.0,23.0,5.0,21.0,17.0,44.0,1
946,2010,United States of America,"ATP World Tour Masters 1000 Cincinnati, OH, U.S.A.",15.08.2010,1000,Hard,Draw: 56,"1,000",2.0,"$443,500",R16,Philipp Kohlschreiber (GER),33,W  W/O,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2010&r=4&p=F324,ATP World Tour Masters 1000 Cincinnati,R16,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Philipp Kohlschreiber,Germany,,,,,,,,,,,,,,,,,,,,,,,,,1
947,2010,United States of America,"ATP World Tour Masters 1000 Cincinnati, OH, U.S.A.",15.08.2010,1000,Hard,Draw: 56,"1,000",2.0,"$443,500",Q,Nikolay Davydenko (RUS),6,"W 6-4, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2010&r=5&p=F324,ATP World Tour Masters 1000 Cincinnati,Q,99,Roger Federer,Roger Federer,Switzerland,12.0,1.0,41.0,71.0,32.0,41.0,14.0,30.0,3.0,4.0,11.0,25.0,54.0,12.0,30.0,3.0,11.0,11.0,46.0,71.0,37.0,84.0,83.0,155.0,Nikolay Davydenko,Russian Federation,5.0,1.0,54.0,84.0,29.0,54.0,18.0,30.0,8.0,11.0,11.0,9.0,41.0,16.0,30.0,1.0,4.0,11.0,47.0,84.0,25.0,71.0,72.0,155.0,1
948,2010,United States of America,"ATP World Tour Masters 1000 Cincinnati, OH, U.S.A.",15.08.2010,1000,Hard,Draw: 56,"1,000",2.0,"$443,500",S,Marcos Baghdatis (CYP),20,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2010&r=6&p=F324,ATP World Tour Masters 1000 Cincinnati,S,71,Roger Federer,Roger Federer,Switzerland,7.0,2.0,30.0,51.0,27.0,30.0,13.0,21.0,0.0,0.0,10.0,11.0,23.0,13.0,35.0,2.0,2.0,9.0,40.0,51.0,24.0,58.0,64.0,109.0,Marcos Baghdatis,Cyprus,3.0,1.0,23.0,58.0,12.0,23.0,22.0,35.0,0.0,2.0,9.0,3.0,30.0,8.0,21.0,0.0,0.0,10.0,34.0,58.0,11.0,51.0,45.0,109.0,1
949,2010,United States of America,"ATP World Tour Masters 1000 Cincinnati, OH, U.S.A.",15.08.2010,1000,Hard,Draw: 56,"1,000",2.0,"$443,500",W,Mardy Fish (USA),36,"W 6-7(5), 7-6(1), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2010&r=7&p=F324,ATP World Tour Masters 1000 Cincinnati,F,160,Roger Federer,Roger Federer,Switzerland,11.0,1.0,70.0,110.0,54.0,70.0,27.0,40.0,1.0,1.0,17.0,20.0,72.0,24.0,56.0,1.0,5.0,17.0,81.0,110.0,44.0,128.0,125.0,238.0,Mardy Fish,United States,17.0,3.0,72.0,128.0,52.0,72.0,32.0,56.0,4.0,5.0,17.0,16.0,70.0,13.0,40.0,0.0,1.0,17.0,84.0,128.0,29.0,110.0,113.0,238.0,1
950,2010,Canada,"ATP World Tour Masters 1000 Canada, Toronto, Canada",09.08.2010,1000,Hard,Draw: 56,600,3.0,"$222,000",R64,Bye,,W ,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2010&r=2&p=F324,ATP World Tour Masters 1000 Canada,R64,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,N/A Bye,,,,,,,,,,,,,,,,,,,,,,,,,,1
951,2010,Canada,"ATP World Tour Masters 1000 Canada, Toronto, Canada",09.08.2010,1000,Hard,Draw: 56,600,3.0,"$222,000",R32,Juan Ignacio Chela (ARG),50,"W 7-6(7), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2010&r=3&p=F324,ATP World Tour Masters 1000 Canada,R32,82,Roger Federer,Roger Federer,Switzerland,9.0,0.0,38.0,55.0,33.0,38.0,10.0,17.0,0.0,1.0,10.0,19.0,53.0,15.0,32.0,3.0,8.0,11.0,43.0,55.0,34.0,85.0,77.0,140.0,Juan Ignacio Chela,Argentina,2.0,2.0,53.0,85.0,34.0,53.0,17.0,32.0,5.0,8.0,11.0,5.0,38.0,7.0,17.0,1.0,1.0,10.0,51.0,85.0,12.0,55.0,63.0,140.0,1
952,2010,Canada,"ATP World Tour Masters 1000 Canada, Toronto, Canada",09.08.2010,1000,Hard,Draw: 56,600,3.0,"$222,000",R16,Michael Llodra (FRA),35,"W 7-6(2), 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2010&r=4&p=F324,ATP World Tour Masters 1000 Canada,R16,79,Roger Federer,Roger Federer,Switzerland,4.0,3.0,37.0,61.0,28.0,37.0,14.0,24.0,0.0,2.0,11.0,9.0,37.0,20.0,29.0,3.0,4.0,10.0,42.0,61.0,29.0,66.0,71.0,127.0,Michael Llodra,France,2.0,4.0,37.0,66.0,28.0,37.0,9.0,29.0,1.0,4.0,10.0,9.0,37.0,10.0,24.0,2.0,2.0,11.0,37.0,66.0,19.0,61.0,56.0,127.0,1
